Plant_Code,Latitude,Longitude,Geo_MW,Solar_MW,Wind_MW,Powerplant_MW
512,39.878805,-106.332725,-99999,-99999,-99999,-99999
513,40.34408,-105.534308,-99999,-99999,-99999,-99999
514,40.364996,-105.236032,-99999,-99999,-99999,-99999
515,40.365056,-105.325074,-99999,-99999,-99999,-99999
516,39.19366,-108.044088,-99999,-99999,-99999,-99999
517,39.143808,-108.004777,-99999,-99999,-99999,-99999
518,40.4856,-107.185,-99999,-99999,-99999,-99999
519,38.2383,-108.5069,-99999,-99999,-99999,-99999
520,39.048802,-121.316966,-99999,-99999,-99999,-99999
521,31.400255,-86.476449,-99999,-99999,-99999,-99999
525,38.850283,-120.381883,-99999,-99999,-99999,-99999
527,38.652731,-121.393336,-99999,-99999,-99999,-99999
531,38.2268,-121.0245,-99999,-99999,-99999,-99999
533,41.5826,-73.4349,-99999,-99999,-99999,-99999
534,41.2925,-72.7942,-99999,-99999,-99999,-99999
535,41.659046,-73.491984,-99999,-99999,-99999,-99999
537,41.0289,-73.5989,-99999,-99999,-99999,-99999
539,41.209797,-73.108976,-99999,-99999,-99999,-99999
540,41.4281,-72.1019,-99999,-99999,-99999,-99999
541,42.610683,-72.471643,-99999,-99999,-99999,-99999
542,48.620336,-118.111059,-99999,-99999,-99999,-99999
544,41.6651,-72.1221,-99999,-99999,-99999,-99999
546,41.44842,-73.295321,-99999,-99999,-99999,-99999
547,41.3833,-73.1714,-99999,-99999,-99999,-99999
550,41.5725,-72.0458,-99999,-99999,-99999,-99999
551,41.555425,-72.041829,-99999,-99999,-99999,-99999
552,41.915312,-72.693616,-99999,-99999,-99999,-99999
553,41.957272,-73.369297,-99999,-99999,-99999,-99999
554,41.798943,-73.116267,-99999,-99999,-99999,-99999
557,41.554944,-72.579075,-99999,-99999,-99999,-99999
559,41.7495,-72.6524,-99999,-99999,-99999,-99999
560,28.4822,-81.1678,-99999,-99999,-99999,-99999
561,41.776109,-73.120886,-99999,-99999,-99999,-99999
562,41.3107,-72.1677,-99999,-99999,-99999,-99999
563,41.1706,-73.1844,-99999,-99999,-99999,-99999
564,41.828814,-74.131877,-99999,-99999,-99999,-99999
565,41.52679,-72.064935,-99999,-99999,-99999,-99999
566,41.538955,-72.050936,-99999,-99999,-99999,-99999
568,36.8061,-107.6131,-99999,-99999,-99999,-99999
579,32.711611,-114.942666,-99999,-99999,-99999,-99999
581,32.699451,-115.28245,-99999,-99999,-99999,-99999
583,44.4917,-73.208056,-99999,-99999,-99999,-99999
584,39.7302,-75.5371,-99999,-99999,-99999,-99999
585,39.600408,-75.626811,-99999,-99999,-99999,-99999
586,39.73886,-75.50384,-99999,-99999,-99999,-99999
589,38.5857,-75.2341,-99999,-99999,-99999,-99999
591,39.7283,-75.6289,-99999,-99999,-99999,-99999
592,39.176222,-75.546628,-99999,-99999,-99999,-99999
593,39.18,-76.5389,-99999,-99999,-99999,-99999
594,48.4558,-122.4358,-99999,-99999,-99999,-99999
597,28.4698,-80.7644,-99999,-99999,-99999,-99999
599,26.6967,-81.7831,-99999,-99999,-99999,-99999
602,26.0686,-80.1984,-99999,-99999,-99999,-99999
607,26.0856,-80.1253,-99999,-99999,-99999,-99999
609,26.7653,-80.0525,-99999,-99999,-99999,-99999
612,28.8419,-81.3256,-99999,-99999,-99999,-99999
613,25.4356,-80.3308,-99999,-99999,-99999,-99999
617,47.699167,-121.783333,-99999,-99999,-99999,-99999
619,27.579444,-81.492778,-99999,-99999,-99999,-99999
620,42.9126,-73.6805,-99999,-99999,-99999,-99999
621,40.07531,-121.16143,-99999,-99999,-99999,-99999
622,27.758056,-82.635278,-99999,-99999,-99999,-99999
624,28.9656,-82.6977,-99999,-99999,-99999,-99999
625,28.003262,-82.661507,-99999,-99999,-99999,-99999
626,38.835182,-121.092982,-99999,-99999,-99999,-99999
627,27.859535,-82.601759,-99999,-99999,-99999,-99999
628,28.541515,-81.254067,-99999,-99999,-99999,-99999
630,30.376389,-83.180556,-99999,-99999,-99999,-99999
632,30.5661,-87.2244,-99999,-99999,-99999,-99999
634,30.2686,-85.7003,-99999,-99999,-99999,-99999
637,27.7944,-82.4036,-99999,-99999,-99999,-99999
638,33.1427,-81.7625,-99999,-99999,-99999,-99999
641,29.7592,-82.3878,-99999,-99999,-99999,-99999
643,29.6461,-82.3208,-99999,-99999,-99999,-99999
645,25.4756,-80.47,-99999,-99999,-99999,-99999
649,30.364818,-81.625967,-99999,-99999,-99999,-99999
663,30.4172,-81.5525,-99999,-99999,-99999,-99999
664,26.612767,-80.0677,-99999,-99999,-99999,-99999
665,43.219017,-108.787681,-99999,-99999,-99999,-99999
666,28.0797,-81.9228,-99999,-99999,-99999,-99999
667,28.0801,-81.9229,-99999,-99999,-99999,-99999
673,44.625282,-72.530859,-99999,-99999,-99999,-99999
674,37.071846,-119.558008,-99999,-99999,-99999,-99999
675,28.493232,-80.780124,-99999,-99999,-99999,-99999
676,30.4522,-84.4,-99999,-99999,-99999,-99999
678,30.162304,-84.200673,-99999,-99999,-99999,-99999
682,30.708571,-84.863869,-99999,-99999,-99999,-99999
683,24.710833,-81.0927,-99999,-99999,-99999,-99999
688,40.0786,-93.635,-99999,-99999,-99999,-99999
689,32.661976,-85.091552,-99999,-99999,-99999,-99999
690,34.1256,-84.9222,-99999,-99999,-99999,-99999
692,34.7939,-83.5406,-99999,-99999,-99999,-99999
696,31.6028,-84.1376,-99999,-99999,-99999,-99999
698,32.60965,-85.0805,-99999,-99999,-99999,-99999
702,34.2528,-85.3456,-99999,-99999,-99999,-99999
703,33.8239,-84.4758,-99999,-99999,-99999,-99999
704,32.813836,-85.167786,-99999,-99999,-99999,-99999
706,33.320773,-83.841922,-99999,-99999,-99999,-99999
707,39.893491,-121.59338,-99999,-99999,-99999,-99999
708,31.213645,-81.546165,-99999,-99999,-99999,-99999
710,33.9684,-84.3827,-99999,-99999,-99999,-99999
711,34.755269,-83.501073,-99999,-99999,-99999,-99999
712,32.498791,-84.995585,-99999,-99999,-99999,-99999
714,32.5163,-84.9969,-99999,-99999,-99999,-99999
715,33.1403,-83.2028,-99999,-99999,-99999,-99999
717,34.731332,-83.375475,-99999,-99999,-99999,-99999
718,34.7504,-83.4063,-99999,-99999,-99999,-99999
719,34.7133,-83.3519,-99999,-99999,-99999,-99999
720,31.444728,-84.134696,-99999,-99999,-99999,-99999
722,33.4622,-84.8986,-99999,-99999,-99999,-99999
723,34.681477,-83.342642,-99999,-99999,-99999,-99999
724,32.0411,-81.145,-99999,-99999,-99999,-99999
725,32.1486,-81.1458,-99999,-99999,-99999,-99999
727,33.562644,-82.051242,-99999,-99999,-99999,-99999
728,34.10345,-117.5257,-99999,-99999,-99999,-99999
729,37.816447,-120.312033,-99999,-99999,-99999,-99999
732,31.847697,-83.941996,-99999,-99999,-99999,-99999
733,31.844708,-83.940734,-99999,-99999,-99999,-99999
736,34.3564,-82.8219,-99999,-99999,-99999,-99999
745,34.883889,-84.282222,-99999,-99999,-99999,-99999
751,34.959153,-84.08765,-99999,-99999,-99999,-99999
752,34.162279,-84.077367,-99999,-99999,-99999,-99999
753,34.1637,-84.7282,-99999,-99999,-99999,-99999
754,34.61423,-84.674764,-99999,-99999,-99999,-99999
757,36.71979,-97.085758,-99999,-99999,-99999,-99999
758,21.356395,-158.128853,-99999,-99999,-99999,-99999
759,21.388997,-157.961518,-99999,-99999,-99999,-99999
760,19.6306,-155.9817,-99999,-99999,-99999,-99999
761,19.7052,-155.0625,-99999,-99999,-99999,-99999
762,19.7264,-155.0908,-99999,-99999,-99999,-99999
765,19.7041,-155.0607,-99999,-99999,-99999,-99999
766,19.7203,-155.1189,-99999,-99999,-99999,-99999
768,39.580413,-121.119479,-99999,-99999,-99999,-99999
769,41.2114,-101.6681,-99999,-99999,-99999,-99999
771,44.326335,-72.035894,-99999,-99999,-99999,-99999
772,60.555,-145.7531,-99999,-99999,-99999,-99999
774,43.420221,-112.101852,-99999,-99999,-99999,-99999
776,29.87056,-98.194733,-99999,-99999,-99999,-99999
785,21.106,-157.0647,-99999,-99999,-99999,-99999
788,33.068473,-96.963806,-99999,-99999,-99999,-99999
789,44.099461,-70.220851,-99999,-99999,-99999,-99999
790,43.3121,-75.109,-99999,-99999,-99999,-99999
791,42.7778,-112.8764,-99999,-99999,-99999,-99999
792,42.913786,-115.070986,-99999,-99999,-99999,-99999
794,44.8367,-116.8975,-99999,-99999,-99999,-99999
805,42.944869,-115.977858,-99999,-99999,-99999,-99999
808,44.5256,-116.0483,-99999,-99999,-99999,-99999
809,42.66701,-114.78012,-99999,-99999,-99999,-99999
810,42.865783,-114.906172,-99999,-99999,-99999,-99999
